fsa,LDU,latitude,longitude,distance_min
P3E,3E5,46.486622,-80.986565,0.6221810313164408
P7A,2E4,48.47414,-89.189308,0.8774785887499579
P7B,3X2,48.433216,-89.241478,0.7428347799318138
P7K,0A1,48.377758,-89.317039,0.8309311657627938
L6H,0B8,43.5009,-79.70295,0.5141347923855388
N6B,1P8,42.98317,-81.242149,0.1648008233533108
K1B,3Y1,45.428844,-75.568504,0.369732489216907
K1E,2W8,45.47567,-75.499657,1.0963952853630834
K1H,7G1,45.380623,-75.658516,0.7734850791800849
K1L,5L4,45.441635,-75.668022,0.7611749116118625
K1L,5X9,45.437332,-75.666748,0.32938164984361484
K1N,6H5,45.426804,-75.685394,0.1767423104791713
K1V,1R9,45.275257,-75.685295,1.104792565536956
K2A,1B4,45.378609,-75.753258,0.14870765170928918
K2A,2N7,45.38625,-75.762032,0.5835581288472745
K2C,1G4,45.352985,-75.771729,0.6605073367152823
K2G,3T4,45.329605,-75.780121,0.4652657911014681
K2G,4G7,45.333179,-75.762184,0.9944904118966261
K2G,4S3,45.285473,-75.706779,1.375767440753211
K2M,1M1,45.29417,-75.869431,0.7768615587899557
K4A,3S5,45.469086,-75.470772,1.1475418003598516
K4A,5E2,45.45359,-75.483246,0.0830466443450263
K4B,1H4,45.420357,-75.453445,4.314937347232913
K4C,1A4,45.516151,-75.40947,6.228622046031068
K7K,1T5,44.239319,-76.489876,0.8406598258089745
K7K,5R2,44.240791,-76.462654,1.3538912030919015
K9H,1V2,44.301399,-78.308861,0.8869673989433374
K9H,3H9,44.313667,-78.329071,0.424805927774894
K9H,4H3,44.311203,-78.328171,0.7039402296199907
K9J,7X3,44.293472,-78.347733,1.1672076554973452
L1N,4M1,43.869427,-78.937553,0.9172299378246372
L1R,2Y8,43.917137,-78.936844,0.682810896263622
L1S,1Z9,43.853977,-79.02652,0.5976892322925271
L1V,1G5,43.823143,-79.112915,0.37808488172155286
L1W,2G7,43.806103,-79.128426,0.504078242203305
L1X,2N8,43.847939,-79.094437,1.096526161164149
L1Y,1B3,43.972034,-79.130844,0.6089654378944518
L2E,5T7,43.110817,-79.100998,0.5395834214774412
L2M,5M1,43.174297,-79.225311,0.8236987394872037
L2T,2R2,43.130257,-79.208725,0.5929005040371884
L3M,3H2,43.195339,-79.558456,0.33359641074638857
L3P,0A8,43.875046,-79.259521,0.052453115689224325
L3R,3X1,43.831974,-79.360641,1.0355105578835853
L4B,3M2,43.860764,-79.39608,0.11393517654979463
L4J,9C6,43.842003,-79.470451,0.9756955822290375
L4W,1K7,43.634064,-79.62262,0.18675896416733098
L4W,3E3,43.622955,-79.610161,0.5506288668955558
L4Z,1Z5,43.631245,-79.667015,0.8141486874949619
L5B,1H8,43.5779,-79.619293,0.31483702531400526
L5G,1Y7,43.569427,-79.576614,0.5543415997209905
L5H,2H7,43.549347,-79.591789,0.29269973831773405
L5W,1Z7,43.618446,-79.721092,1.5493927392400613
L6A,4H4,43.855141,-79.492867,0.5910723352668735
L6H,2Y7,43.467346,-79.681755,0.5004886688711231
L6H,3T8,43.466316,-79.722893,1.6456006647732693
L6K,1Y5,43.447536,-79.679977,0.4570007222168815
L6M,3J7,43.425064,-79.733269,1.1812755016758747
L6R,0L9,43.776775,-79.74437,0.17748609233244936
L6S,1H5,43.729134,-79.715965,0.8226089521901934
L6S,1M4,43.734604,-79.728226,1.303137443327402
L6T,2Y9,43.715488,-79.698654,0.7399706914243189
L6W,1S7,43.685684,-79.746323,0.8317860220794779
L6Y,0P8,43.634563,-79.757439,0.9652942690753383
L6Z,2C1,43.730247,-79.794907,0.25468129963888303
L7A,1B7,43.708366,-79.798424,1.1176234390862192
L7C,1M8,43.794037,-79.930038,9.773126415971337
L7R,2P5,43.332573,-79.801109,0.3213017813822824
L8E,1K9,43.233082,-79.754967,0.6034471118067031
L8G,4V5,43.20842,-79.717094,1.9497438780423497
L8H,2J6,43.244125,-79.792633,0.0748709958513191
L8J,3N9,43.159866,-79.717606,5.009603752323917
L8K,2G4,43.239929,-79.819595,0.7579154915261935
L8L,4S1,43.272858,-79.858925,0.22465350150699204
L8L,5P3,43.260784,-79.847977,0.10447875700345319
L8L,6P1,43.256119,-79.830765,0.44073715877556435
L8M,2C4,43.241722,-79.823967,1.1212913851767574
L8P,3N1,43.257786,-79.877975,0.2798788573899771
L8V,4P6,43.21336,-79.850929,0.932826311474705
L9B,2N3,43.217583,-79.918732,1.7414655752898551
L9G,5A6,43.202347,-79.99173,1.3650916489963627
L9K,1S9,43.221931,-79.936897,0.7217752874421605
L9R,0R2,44.139698,-79.878441,0.9801767690355412
L9V,1C2,44.111259,-80.045578,13.174119251793668
L9W,4L8,43.928268,-80.116302,1.1860839007385486
L9W,4W5,43.923321,-80.071289,1.9204684009936233
L9X,1J5,44.430912,-79.789207,6.223729577253642
M1B,0C2,43.808765,-79.223732,0.2755341228661646
M1R,2X8,43.74284,-79.305977,0.178501818634817
M1V,2P4,43.811234,-79.260406,0.7691922297548017
M2K,2M6,43.790588,-79.391716,0.09516716369513462
M3M,1M5,43.72541,-79.497742,0.5566494505558762
M4B,2A4,43.712193,-79.301399,1.0969959393271742
M6L,1Y8,43.717098,-79.488174,0.656159929704993
M6N,4X8,43.680817,-79.477562,0.3772491495441058
M9B,3C6,43.670372,-79.556824,0.5372472158107118
M9C,4A3,43.663715,-79.579796,0.3950567975946788
M9L,1B2,43.755737,-79.563202,0.6310766076946739
M9R,2B9,43.687271,-79.556549,0.531178392121112
N1E,2N8,43.571953,-80.247421,1.0016130752324632
N1E,4C6,43.568462,-80.245399,0.9233626786543153
N1E,5S8,43.549267,-80.232391,0.37414100926006477
N1G,1S8,43.521439,-80.246964,0.7096686601144815
N1H,5C6,43.547153,-80.262825,0.986985907467552
N2B,2W5,43.459007,-80.44754,0.8483810191792555
N2G,4L3,43.440495,-80.465797,0.5204134842019984
N2H,5J5,43.455238,-80.500175,0.3546127414748108
N2L,0J8,43.460533,-80.523628,0.24535891543839228
N2M,5B1,43.440205,-80.534698,0.8429150695349458
N2T,2K6,43.450001,-80.569206,0.5045956668963711
N3H,1Y8,43.392319,-80.357903,0.34209602634309705
N3R,4X3,43.162186,-80.274353,0.05531028637409722
N3T,3Z3,43.146645,-80.272575,0.31962088369118513
N5X,1K8,43.033226,-81.259956,0.38559549830742507
N5Y,1X5,43.00478,-81.225662,1.1518456890530475
N6A,4V2,42.981598,-81.231461,0.5327462143008165
N6C,1B2,42.978497,-81.259071,0.5060402648514375
N6H,5K8,42.9953,-81.343758,1.5469308770080272
N6K,4E9,42.964054,-81.347092,1.2553968813456906
N9H,0B7,42.236145,-83.01535,2.147056637543788
N9J,2N7,42.191299,-83.09333,5.127143870061413
P3C,2M5,46.500439,-80.9991,0.6100040875801128
P7B,5S8,48.420799,-89.246658,1.036205373225032
M4P,2S4,43.716606,-79.384163,0.5774402091240431
K1C,3C1,45.449902,-75.521721,0.8372186067183834
K1H,7A6,45.382629,-75.64566,0.32063756937183063
K1S,1N9,45.39592,-75.685104,0.3549380370334701
K1S,4B2,45.402267,-75.695435,0.5686843108611496
K1S,4K9,45.399216,-75.702309,0.4799095056594821
K1V,6S9,45.370541,-75.65905,0.44390705034190236
K2A,2B5,45.385231,-75.754654,0.5888655536181266
K2A,4C9,45.389996,-75.760887,0.292336905318636
K2C,0K3,45.365807,-75.706131,0.3832713371676731
K2P,1Z4,45.410603,-75.692871,0.04427855914735756
K4P,1B1,45.26218,-75.555733,6.968081226464836
K7K,3P7,44.243015,-76.490128,1.098507654113649
K7L,3G6,44.231846,-76.485786,0.05073031935505767
K9L,1N6,44.352608,-78.301857,3.845048048390528
L1C,1M6,43.910168,-78.68528,0.22232284293416046
L1G,4L5,43.915024,-78.875183,1.184635778339547
L1G,6Y4,43.911716,-78.829842,1.3163209569891692
L1H,2S1,43.894211,-78.835533,1.0644557648389807
L1N,5P2,43.871685,-78.959389,1.2997513358143649
L1S,4C5,43.829296,-79.016548,0.23926857485753802
L1T,3C8,43.864052,-79.032036,0.6281410922136857
L2G,4B3,43.088684,-79.088287,0.9736080290887298
L2J,2V2,43.119965,-79.106651,0.4326369643568553
L2M,6L2,43.218555,-79.224434,2.173119617241957
L2T,3B8,43.138844,-79.231194,0.6516995433796328
L3P,6N3,43.887157,-79.271378,0.8098094808778317
L3Y,1A5,44.043068,-79.462898,1.1435137505161956
L3Y,5Z7,44.06245,-79.439476,0.7918894420755491
L4C,0Y3,43.892891,-79.447479,0.39686734383503597
L4C,8R1,43.859177,-79.418854,0.9543014112742592
L4G,5V6,43.975468,-79.477699,1.3147919862792385
L4G,7N5,43.976105,-79.467659,0.7575746765419256
L4H,0E5,43.85611,-79.560272,0.7366184280503695
L4K,3M1,43.826622,-79.481026,0.25917163721776754
L4N,3X9,44.369846,-79.664352,0.3446474017320381
L4P,3B3,44.199135,-79.475899,3.174633399601038
L4Y,2T3,43.613483,-79.605232,0.3912445145607286
L5C,3H5,43.561241,-79.626312,1.189269514261583
L5H,1Y4,43.552563,-79.608505,1.4805750618696052
L5H,2K9,43.541882,-79.636391,1.529933184327179
L6K,2M4,43.434437,-79.693459,0.6114966138291528
L6K,2Z7,43.439255,-79.675835,0.6831981789171535
L6L,4N1,43.419731,-79.700813,0.8183273772009979
L6P,3A6,43.772301,-79.685226,0.24779920977633502
L6T,4M7,43.740658,-79.692291,0.49497722684852646
L6X,2C5,43.678558,-79.775803,0.6494323208132906
L6X,2P1,43.689747,-79.771706,0.7346037490774548
L7E,5W5,43.894466,-79.735519,1.6573094889228859
L7G,3P9,43.659676,-79.915863,1.317233207714474
L7L,0G5,43.392506,-79.788307,0.18422577210579094
L7N,1L2,43.338974,-79.780113,0.6154989745101836
L7P,3N5,43.361839,-79.835533,0.7924573304834066
L7R,2A4,43.341496,-79.799561,0.44112996720203274
L7R,2S9,43.336243,-79.801003,0.7246279371266272
L8G,4K6,43.209133,-79.714699,2.0431504472598068
L8H,2C5,43.248333,-79.815063,0.3434780748233929
L8J,3V8,43.192043,-79.808319,0.2514311258589938
L9C,3B8,43.235706,-79.879852,0.13179537085706916
L9E,0M5,43.470753,-79.909538,3.3812996013842476
L9T,2V1,43.525616,-79.887451,1.2766903963114593
M1G,2A2,43.76709,-79.219444,0.7928709504582313
M1M,2P4,43.720455,-79.235855,0.17688393880460918
M1M,2S2,43.7187,-79.231956,0.4656089131281756
M1N,2G6,43.698826,-79.261887,1.0992996289857222
M1S,2Y9,43.787952,-79.254181,0.31794895225810144
M1V,1V8,43.805382,-79.28624,0.2590595401826188
M1W,1Z2,43.789978,-79.311111,0.2576862963616314
M1X,1G8,43.822601,-79.203583,2.2781464832051674
M1X,1Y3,43.823116,-79.221153,1.8149599155479452
M2H,1N4,43.799992,-79.362389,0.5403701753363825
M2J,2J1,43.782524,-79.363914,0.3745588323607557
M2K,3A2,43.767776,-79.378426,0.305657423753354
M2P,1S7,43.756752,-79.400719,0.6460434588943125
M3L,1A2,43.718136,-79.51609,0.4293396146048266
M4C,5E6,43.690441,-79.292641,0.11161319364254943
M4K,3C9,43.676296,-79.349129,0.18116654446756883
M4T,1K6,43.689392,-79.383553,0.7081055602547153
M4V,2X4,43.696224,-79.399513,0.3102655155131865
M4W,3G8,43.671017,-79.385773,0.02496152017123609
M5N,1S5,43.711075,-79.425194,0.2648429513066058
M6H,1A8,43.653172,-79.428841,0.5005738245984825
M8W,2L1,43.60947,-79.532295,0.6551061258297455
M9A,4M1,43.681683,-79.516998,0.5689088726614062
M9C,5E8,43.660336,-79.586121,0.31282787079670277
M9M,2T4,43.732822,-79.537354,0.37451825062673866
M9V,2M7,43.741539,-79.554718,0.8232986967321934
N2E,2E7,43.415924,-80.49543,0.9016585936938228
N2E,2G7,43.413902,-80.471756,0.5797088450065752
N2J,2V1,43.476513,-80.511482,0.5654664710787297
N2L,1H4,43.455082,-80.530769,0.8898782923014082
N2T,1V7,43.447426,-80.555557,0.4804021173251684
N3A,2A8,43.385643,-80.717697,0.8413652088016037
N3C,0A9,43.441074,-80.313049,1.123717937057445
N5P,2E6,42.792408,-81.211403,1.8224753052556
N5X,2B2,43.037861,-81.228889,2.0716851154378957
N5Z,2T7,42.97963,-81.19796,0.37873124341283726
N6J,2G9,42.943237,-81.269196,1.0651835368039022
N8R,1R2,42.312218,-82.923363,0.6052911562944456
N9B,1S9,42.296215,-83.048386,0.25035732671415495
N9C,3M2,42.288113,-83.060799,0.26504572523728015
N9C,3Z1,42.302647,-83.074272,0.8668556073224191
N9V,2C3,42.103294,-83.107063,0.27283477121120653
P3B,3C1,46.497189,-80.962776,2.125558765295182
P3C,2Z9,46.508823,-81.000114,0.8759961003426173
P3E,3A8,46.482941,-80.989525,0.36257254693492924
P3L,0A8,46.548553,-80.867142,0.8091059265128555
P7B,2V3,48.431332,-89.223175,0.40664065487121875
P7B,3L4,48.42654,-89.238525,0.35898291019530665
M9P,2L6,43.69957,-79.535789,0.7098163390290796
N1L,1K6,43.499264,-80.162003,2.118265456937758
K1G,5Z7,45.416237,-75.639183,0.545301650104982
K1M,0A5,45.454937,-75.680901,1.7712212444124265
K1M,1J3,45.445957,-75.672264,0.8509507091640602
K1T,2B5,45.364704,-75.642479,0.892318974191663
K1V,7G8,45.359562,-75.6828,1.3292139671609362
K1Y,0X3,45.390301,-75.727303,0.3920484881662674
K2G,2Z1,45.341766,-75.741821,0.873635839823527
K2H,5S1,45.327862,-75.794701,1.194706306126898
K4A,1X3,45.478954,-75.494926,1.3449568936668954
K4K,1C9,45.550545,-75.290588,0.0792455152219152
K7K,4S5,44.240665,-76.50351,0.3949231966619089
K7L,2J5,44.229687,-76.49926,0.6687938265832146
K7L,4W5,44.230179,-76.484177,0.11033117181212491
K7M,5B4,44.248047,-76.59481,0.4382924924135281
K9J,1V9,44.283142,-78.326454,0.2862780162012843
K9K,1L2,44.270924,-78.365067,1.7645890362234948
L1J,7S9,43.901669,-78.89917,0.7030499734541353
L1M,1H7,43.954418,-78.949059,0.9663478311380228
L1N,0E1,43.877411,-78.898537,1.0219192577265246
L1N,1H7,43.869991,-78.939995,0.826514633525261
L1N,9B6,43.851883,-78.924515,1.741474803872003
L1S,4B1,43.834736,-79.016624,0.3656717474122864
L1X,1Z6,43.855167,-79.081886,1.2256543174297312
L1Z,1W6,43.851524,-78.983818,2.5699357967147116
L2G,2T1,43.077263,-79.094856,0.2586922791057113
L2G,7M3,43.071991,-79.095985,0.8062472870172527
L2J,3J2,43.13026,-79.088013,1.3066517632459413
L2M,4G2,43.189087,-79.206413,0.42676966319823123
L2N,2Y4,43.202648,-79.241409,0.27419198956515256
L2N,5M8,43.197117,-79.281326,1.7992709185676343
L2R,4B1,43.162827,-79.234543,0.5188440568049448
L2S,4B7,43.120403,-79.267349,1.4925543459260553
L3K,4S4,42.894596,-79.255951,0.9386138307754276
L3R,6T4,43.832348,-79.299088,0.6846489332503983
L3S,1S8,43.8298,-79.283936,0.32758823357447975
L3S,4E2,43.835224,-79.284225,0.6417661936796253
L3T,1K9,43.804581,-79.405632,1.2262229406391534
L3Y,2K2,44.056545,-79.464264,0.5099065243594201
L4A,1N2,43.96722,-79.258255,0.23155489537417934
L4C,2K2,43.874702,-79.417061,0.11933165599356729
L4G,5L6,43.993294,-79.49147,2.002403134940954
L4J,3C9,43.809475,-79.428581,0.40618485615606836
L4J,5J7,43.804344,-79.432411,0.4934160825109563
L4J,7B2,43.807423,-79.463203,0.1930086986308436
L4N,0V9,44.349762,-79.638535,0.9156010883412142
L4N,0Y1,44.351929,-79.634422,0.6770170120631809
L4T,1T9,43.722076,-79.630562,0.6551454203360223
L5A,3N9,43.59948,-79.619644,0.9182187507751436
L5B,2N2,43.564857,-79.622063,0.8987873540429075
L5K,2B2,43.525223,-79.676414,0.27725259845061967
L5M,6Z6,43.549492,-79.713562,0.28217024128078994
L5R,1Y6,43.598358,-79.662025,0.7846228904907927
L5R,2P7,43.596439,-79.666344,0.4798366239812274
L5R,3L2,43.604893,-79.66655,1.0532282281922778
L6C,1N4,43.919216,-79.350258,3.5665171275357377
L6K,2J3,43.429443,-79.691902,0.8993549795200391
L6M,1J7,43.445229,-79.720062,1.243259781511133
L6M,2B2,43.442314,-79.72583,1.18736937469724
L6M,4L8,43.462906,-79.747292,0.350876776263459
L6R,0V5,43.754341,-79.779053,1.5343762055217078
L6S,2Y9,43.726379,-79.739616,0.9929870782742664
L6V,2P9,43.698372,-79.7659,1.1093975474507118
L6X,2X9,43.688519,-79.781761,1.3857044155362734
L6Y,3T1,43.649975,-79.741264,0.5745082838077222
L6Y,4W6,43.657864,-79.728294,0.17899125090354345
L6Y,5L7,43.657467,-79.72448,0.07068022107616664
L6Z,3Y9,43.711849,-79.79274,0.8475533632588632
L7E,1Y7,43.876297,-79.723175,0.5896614512852891
L7G,1Z4,43.651566,-79.919052,0.5843087784953301
L7K,1M3,43.830963,-80.052902,6.721903747195718
L7R,3G8,43.334328,-79.783272,0.6834259307279781
L8E,5G1,43.220718,-79.644386,1.5687333659643306
L8E,6C1,43.223843,-79.629311,2.5165165190612857
L8G,2B9,43.221107,-79.766846,0.7695261182077823
L8H,3C8,43.251099,-79.804359,0.24884666431603128
L8K,3G5,43.233761,-79.801361,0.34002434960547173
L8L,1B2,43.265343,-79.866112,0.1749899972943614
L8L,7T1,43.248775,-79.818527,0.4873352979662311
L8M,3H4,43.238651,-79.825684,1.248232381162051
L8N,2Y9,43.249271,-79.850319,0.342835001616139
L8V,4S6,43.223606,-79.860664,0.2613663962327103
L9A,2M5,43.222813,-79.87146,0.44416164190312174
L9A,4C4,43.237343,-79.86348,0.8518188349158102
L9C,5M1,43.244278,-79.923378,1.24687345407127
L9G,1K1,43.219669,-79.987366,0.22115142230779974
L9H,2N3,43.261051,-79.969452,1.1425979984261307
L9H,6P8,43.264507,-79.952934,0.3132074594852417
L9K,1L8,43.217793,-79.959045,1.0179435253103635
L9T,2S8,43.520996,-79.884109,0.7708940572986788
L9T,5Y1,43.534714,-79.871719,0.3048918868946555
L9T,9E9,43.555622,-79.899818,2.8213529976489626
L9W,2K6,43.912811,-80.088661,0.9055941468475148
M1B,3E1,43.807579,-79.20787,1.080928771513133
M1B,4N1,43.816536,-79.2146,1.2231777397551278
M1C,3L7,43.780621,-79.155708,0.7858557091547402
M1E,5J4,43.772709,-79.173409,0.9689732599415871
M1T,1A6,43.776814,-79.323608,0.13947213205530196
M1V,5C9,43.827499,-79.252319,0.9264605213595845
M1W,4B4,43.803097,-79.323616,0.6716404900369551
M2M,4J8,43.793983,-79.389977,0.2862419852661773
M2N,4Z2,43.76181,-79.395775,0.34830874913182314
M3A,2P5,43.752396,-79.316032,0.45377772189520943
M3B,2J3,43.743713,-79.358994,1.0233647470463598
M3H,5K3,43.767166,-79.4655,0.23964602456822492
M3M,1X4,43.727169,-79.507065,0.7031716623792352
M4T,1A2,43.682453,-79.389717,0.2557468901951578
M5S,2A3,43.664078,-79.385933,0.1482969143258672
M5W,1S5,43.646175,-79.373085,0.14442281813523625
M6C,2B5,43.69669,-79.441139,0.24231731853655014
M6N,1R3,43.681381,-79.461029,0.9527574344736506
M6P,2S1,43.654961,-79.465935,0.5719070859690647
M6S,2R3,43.663967,-79.500252,1.139489127115187
M8Z,3B4,43.64098,-79.519997,0.5242454802833068
M8Z,3T4,43.644112,-79.513786,0.3880420177422171
M9M,1A8,43.728043,-79.532112,0.7922871524829316
M9M,1B3,43.728043,-79.532112,0.7922871524829316
M9W,3W6,43.714809,-79.554962,0.06300984378353788
N1E,3W7,43.569824,-80.258987,0.20020452147838017
N1S,2E8,43.342987,-80.322815,1.1638599640865317
N2A,1S6,43.43148,-80.434715,0.554072948005934
N2A,4L8,43.441128,-80.412849,0.22968107614004102
N2L,1M4,43.457809,-80.529266,0.7608850138991565
N2L,2G6,43.460835,-80.531555,0.454143586382934
N2M,2B6,43.444248,-80.514488,0.6497896239685124
N2P,2P7,43.383762,-80.415421,0.6251612343138252
N2T,2T7,43.465481,-80.58387,1.0330622340799338
N2V,2L9,43.473522,-80.583572,0.8129440422764717
N3H,1X5,43.391556,-80.360664,0.5222152056754238
N3R,4P3,43.161751,-80.270409,0.20112844114787165
N3S,6Y1,43.144485,-80.227036,1.5482456616643274
N3T,1N3,43.136868,-80.274246,0.5082463081251343
N5R,5M7,42.758045,-81.173813,0.7232760457541687
N5W,3K7,42.992985,-81.229279,0.39279846352668424
N6J,1X5,42.957333,-81.273216,0.9749521039955348
N6K,1M7,42.939312,-81.288414,0.5291013255826936
N6P,1G7,42.88583,-81.332253,3.4649798904979647
N8N,2J8,42.317818,-82.85585,1.033730205787476
N8N,5A3,42.317932,-82.87764,0.8748096611438524
N9A,4A4,42.313526,-83.016266,0.5498408206200369
N9C,1H1,42.304401,-83.072342,0.6836905505014738
N9C,2A1,42.288494,-83.066162,0.6864093895233079
N9H,1C1,42.241589,-83.018509,1.7895858780189957
P3B,4B1,46.491161,-80.926193,0.7955461602064674
P3Y,1A7,46.423656,-81.124107,1.4145762753108377
P7C,5X2,48.401299,-89.283043,0.35773379054020116
P7G,1J4,48.448498,-89.271072,1.1971256170232523
P7K,0V3,48.373642,-89.34697,3.0255066242688042
K1E,2T7,45.460831,-75.495575,0.26401286762672493
K1L,7B6,45.430309,-75.65667,0.784693322847379
K1M,0K8,45.4492,-75.678841,1.1185265461997795
K1N,0B4,45.427132,-75.684608,0.21132992553333127
K1N,5E2,45.433319,-75.693428,0.45621735117337103
K1S,2E2,45.401608,-75.70771,0.20950078248055265
K1T,1E3,45.346001,-75.637169,0.928018829325128
K1T,2V1,45.351112,-75.640282,0.49124479961450807
K1V,9W6,45.372177,-75.683067,1.357196508370397
K1Z,6R1,45.398746,-75.756454,0.6179490297224792
K2G,5X9,45.340244,-75.769211,0.21204943780459581
K2G,7B3,45.268002,-75.709579,1.006919363420476
K2H,9R2,45.314281,-75.838165,0.8652967200780376
K7M,2X6,44.240391,-76.521828,0.4097581361610275
K7M,2Y1,44.23962,-76.529434,0.8414610631652426
K8P,1L1,44.165062,-77.391411,0.5558585315532698
K9H,1S7,44.301765,-78.313736,0.5172862449378818
K9H,5E4,44.323235,-78.322395,0.8428447408319478
L1C,3V7,43.91869,-78.687096,0.7048151802621893
L1G,1Y3,43.91132,-78.839951,1.0737129755232104
L1G,7E5,43.935314,-78.878342,0.9565667113770427
L1J,2X5,43.903324,-78.886482,0.9583730235328203
L1K,1E9,43.914303,-78.821808,1.0089332518243121
L1N,4G9,43.868141,-78.935921,1.0918040695986668
L1N,6B6,43.870403,-78.950089,0.9945043803675452
L2A,1Y2,42.913097,-78.914429,0.47696726381170296
L2A,6G9,42.903896,-78.927109,0.38302179857178037
L2E,2W9,43.111858,-79.062126,0.5987681969700218
L2G,0S3,43.043003,-79.06842,2.25724928924071
L2P,3C5,43.163208,-79.217064,1.5618001314184438
L3B,2E6,42.983746,-79.238297,0.14775953339699563
L3B,2K6,42.969692,-79.238937,0.7430121048295654
L3P,6R9,43.882603,-79.267426,0.767147739936799
L3R,1K9,43.82616,-79.30777,0.09368323217294357
L3S,2P4,43.840443,-79.274254,0.36632346147005335
L3X,3A1,44.03727,-79.476357,0.07313035501969956
L3Y,3K3,44.052341,-79.442642,1.1868636078244073
L3Z,1B5,44.124146,-79.564552,1.0984788557982168
L4C,3G5,43.881168,-79.42794,0.8889178761096538
L4L,6J9,43.786194,-79.623749,0.156110049338997
L4P,1V3,44.218567,-79.470032,1.8849406240064268
L4T,2A1,43.720245,-79.644493,0.5783535134630496
L4Z,4H1,43.60759,-79.641235,0.6368878852093495
L5B,2P7,43.572105,-79.610085,0.18919745220958847
L5C,2H9,43.558033,-79.666046,1.1349393718984628
L5C,2Y6,43.555752,-79.63398,0.9693614204354867
L5H,3W3,43.534695,-79.638237,1.3138750509867532
L5L,4C1,43.533642,-79.714493,1.2919569930310792
L5M,7L3,43.541397,-79.723282,1.150121558452981
L5T,2V5,43.639027,-79.682747,0.46108304228005376
L6C,0T7,43.908855,-79.376953,1.7019020559015596
L6K,1P2,43.441708,-79.68087,0.22639604771419344
L6S,2Y8,43.724594,-79.739624,1.1776915665324628
L6S,5G7,43.719727,-79.735649,0.8701123020376934
L6Z,4G3,43.722691,-79.781464,0.47402589223752434
L7E,2S3,43.876114,-79.740044,0.4014213624836101
L7G,6H1,43.648922,-79.920052,0.4615513853632057
L7N,1Z9,43.348198,-79.767891,0.5546260928160692
L8J,0A6,43.199097,-79.810585,0.7479354140995556
L8K,2V9,43.237465,-79.80896,0.33304173839510914
L8K,5H6,43.221661,-79.793137,0.5877865934196748
L8R,2A3,43.267326,-79.884705,0.3880948385784504
L9B,0G1,43.209671,-79.907043,1.0187244760725211
L9G,3Z3,43.217861,-79.96492,1.2427987686970174
L9T,4X8,43.519321,-79.857971,0.6968082232271714
L9X,0Z1,44.459911,-79.804634,8.754825915141064
M1H,3A6,43.778416,-79.246742,0.3399571328758102
M1K,1M6,43.701771,-79.265831,0.678210958026425
M1K,3Y9,43.740219,-79.263016,0.8743675567213249
M1R,4E8,43.756912,-79.312164,0.06630636738635125
M1R,5L8,43.773354,-79.27153,0.8528750193045739
M1T,1C7,43.770798,-79.317802,0.46892282113125916
M1T,3G6,43.782471,-79.287918,0.20846679708970073
M2J,2R5,43.784321,-79.373222,0.7125380152326913
M2K,0E9,43.766693,-79.385872,0.22565757329773184
M2M,4G9,43.789387,-79.395264,0.3404157800073841
M4M,1S9,43.666676,-79.332329,0.4725083328276544
M4R,1E5,43.71064,-79.400162,0.05324592391972246
M4T,1M1,43.687988,-79.39196,0.09740276463513367
M4T,2P2,43.687988,-79.39196,0.09740276463513367
M5T,1A2,43.648689,-79.401428,0.14133487861793737
M5T,1L6,43.655254,-79.39753,0.19789732294542908
M5T,2T9,43.650208,-79.397606,0.10319006422911968
M5W,4K7,43.646175,-79.373085,0.14442281813523625
M6B,3Y6,43.707806,-79.465813,0.8142758173439528
M6H,2N7,43.676323,-79.445999,0.12263674445551885
M6N,1S6,43.667702,-79.49337,0.4984555521942506
M6R,2E3,43.643425,-79.442238,0.49291962749149404
M8Z,5C3,43.622383,-79.525871,0.1516731827312532
M9R,2L1,43.676468,-79.565361,0.730768015574912
N1E,3W2,43.565147,-80.258568,0.3211902675967491
N1K,1K3,43.523029,-80.275208,0.9227413438782438
N2A,1R8,43.431488,-80.427444,1.1375347952368269
N2L,2E1,43.461388,-80.530296,0.5471074080181402
N2L,2S9,43.464039,-80.546661,0.8166317608850063
N2M,5G3,43.43462,-80.518013,0.3001900481203525
N3A,1H5,43.376602,-80.709511,0.17342068324127008
N3B,1C5,43.589108,-80.573685,1.536454214828132
N3C,4J1,43.434914,-80.289856,1.8288929657211734
N3L,2G4,43.189327,-80.381508,0.47830553538323595
N3R,3J7,43.179016,-80.266739,1.105170768866562
N3R,4X9,43.165424,-80.276985,0.30632498023176435
N5P,3S7,42.779366,-81.083153,6.282190370756645
N5W,6H3,42.990269,-81.177216,0.5527259582193984
N6E,1P7,42.930607,-81.216042,0.5976556501036437
N6E,1X5,42.943333,-81.201981,2.0037694465498506
N6G,1S9,42.999508,-81.291946,1.000894426002024
N6K,1A6,42.958553,-81.299591,1.4050068563562734
N6K,3C7,42.949432,-81.343834,1.1516322826875307
N8S,2E3,42.322544,-82.970695,0.7139994069099045
N9A,2K3,42.319565,-83.019913,0.7215204309809412
N9B,2W1,42.287285,-83.048523,0.6947544400391887
N9E,2W3,42.274368,-83.034416,0.936570558056135
N9V,3Z1,42.13916,-83.091141,4.333731392748031
P3A,2A6,46.522137,-80.921448,0.30075320132750893
P3B,3A9,46.490379,-80.971909,1.412532703973013
P3E,3L1,46.486221,-80.994865,0.6315533117202702
P3G,1J8,46.413052,-81.005722,3.277978737429592
P7C,2Y8,48.393894,-89.228745,1.544210175511906
