fsa,LDU,latitude,longitude,distance_min
K2E,6C2,45.364319,-75.720665,0.7457523653935088
K2K,2V2,45.351639,-75.922325,0.23903308763531209
K2M,2H3,45.288391,-75.850243,1.2977577468623671
K4B,1M6,45.416428,-75.424149,5.771155528036915
K4R,1B4,45.260647,-75.356079,0.3973750460711251
K7K,5J7,44.236786,-76.458153,1.8049226622133048
K7M,0A8,44.249851,-76.557541,0.8541956835842336
K7P,1S4,44.252254,-76.60183,0.6940426457849279
K9K,1G5,44.278683,-78.370018,1.5923434717602467
L1C,1H4,43.90847,-78.681786,0.3003434788966241
L1C,4Y6,43.920059,-78.671112,1.244126431617299
L1K,0Z3,43.942188,-78.850754,0.280162116449126
L1W,2R1,43.818119,-79.10585,0.6630395916715602
L2G,2J4,43.083576,-79.084961,1.0555624069053755
L2G,6K4,43.058735,-79.047279,0.3459713425595661
L2G,7C3,43.077557,-79.103645,0.6056090653824081
L2G,7X4,43.057774,-79.048561,0.283157535985589
L2H,2W6,43.100613,-79.130081,1.6837891934279867
L2J,2B4,43.130993,-79.110405,1.2490736657306596
L2J,3V3,43.125179,-79.115685,1.2561193361785625
L2M,2N5,43.204384,-79.214241,1.8474009356308323
L2N,4X4,43.199177,-79.274574,1.3224307440674525
L2S,3S1,43.159122,-79.273949,0.6937652549634139
L3R,3H6,43.830662,-79.319153,0.6029406361408234
L3R,5H4,43.834465,-79.333771,0.6424478631316718
L3T,3L2,43.829777,-79.419289,0.6515461758589398
L4G,1S2,44.003822,-79.46608,0.2834577659565314
L4G,2K8,43.992702,-79.466606,0.11269983608113388
L4G,3J9,44.003342,-79.461823,0.5795902966660809
L4G,5J3,44.013874,-79.465034,0.7874482608391411
L4M,5V7,44.407681,-79.659599,1.0884461203335618
L4N,2G5,44.379536,-79.706154,1.126248834752137
L5H,1N5,43.534939,-79.616257,0.48830798719211177
L5H,4M3,43.544292,-79.601822,0.771569932569787
L5L,1S8,43.528793,-79.684418,0.46921235420179336
L5M,6J8,43.566856,-79.742035,0.8362575649059835
L5T,1X6,43.705124,-79.661385,2.4494240740126965
L6A,1H4,43.850353,-79.505562,1.2412234748004538
L6H,2A5,43.463112,-79.697464,0.8672669929802991
L6L,1J9,43.389351,-79.717239,1.147564522980837
L6L,2G2,43.41103,-79.717834,0.8198559020822295
L6R,3V7,43.757656,-79.7798,1.5076057717768683
L7G,1H2,43.642761,-79.894745,0.713584118836493
L7K,1V5,43.834709,-79.98494,9.521220826048651
L7L,1S3,43.363987,-79.753639,0.36247328382528377
L7T,1K7,43.300449,-79.865974,1.3288446789431678
L7T,2J6,43.305275,-79.841362,0.927666758625237
L8E,3K3,43.229553,-79.748024,0.48639368782525494
L8G,4W2,43.210503,-79.717934,1.7442101643063046
L8L,1X3,43.245319,-79.822578,0.8872246862305497
L8S,2A2,43.253281,-79.916763,1.28602118756954
L9A,4B2,43.237343,-79.86348,0.8518188349158102
L9T,8J4,43.496655,-79.859085,0.8923084074414726
L9V,1B4,44.083252,-80.061729,11.4042690855225
M1B,1Y1,43.809025,-79.230598,0.7573159336645133
M1B,5R9,43.810009,-79.163185,1.6235037265441277
M1E,3C3,43.755337,-79.180595,1.4997213461857322
M1K,1Y7,43.712006,-79.263252,0.6179687386604532
M1K,3G5,43.720268,-79.261116,1.3914261856970838
M2J,1B2,43.76889,-79.348083,0.8752492162000199
M3A,1J1,43.744518,-79.323273,0.8427208648650282
M3C,3Z6,43.720802,-79.332863,0.06985361315805594
M3H,2C1,43.743687,-79.44326,0.8626438372180926
M3H,4R1,43.762489,-79.458031,0.7060450661495287
M3H,5A1,43.756889,-79.44455,0.254638379944514
M3M,1V6,43.72681,-79.496231,0.5904480176837676
M3M,2A3,43.727898,-79.504364,0.8750965972527773
M4B,1Y8,43.711266,-79.310501,0.5992754391771479
M4W,1M1,43.672367,-79.385651,0.14477111130120313
M5A,4H6,43.656784,-79.363449,0.3638283384873657
M5M,1E7,43.721889,-79.420753,0.378401092348435
M5M,3A4,43.739933,-79.427101,0.5918466539456714
M5P,2R9,43.700508,-79.421776,0.33766795540995653
M6G,1G1,43.661297,-79.410324,0.4476952636494112
M6H,2J5,43.675072,-79.433472,0.5085144153501266
M6R,2L4,43.644096,-79.448311,0.0767951960800292
M7Y,2P1,43.66304,-79.322563,0.10713895465112146
M8Y,3S1,43.635193,-79.500343,1.0639405132658033
M9C,1B2,43.617996,-79.563492,0.8512776601144615
M9P,1A6,43.685066,-79.522865,0.035649685935681644
M9V,4J5,43.729935,-79.591011,0.9870541935077887
N1E,7K8,43.575619,-80.216042,2.3331057033292244
N1H,6Z4,43.51812,-80.278488,0.9852430850430498
N1S,2A9,43.344246,-80.334106,0.9784651135933321
N2E,1X7,43.402195,-80.45977,1.1111897940312976
N2H,4C6,43.457851,-80.493393,0.6967740066710075
N2K,3Z8,43.505699,-80.500984,1.0855261437948853
N2L,6N4,43.467346,-80.559563,0.6845817119586176
N2M,1C4,43.429359,-80.478874,0.24717285384149587
N2T,1W9,43.449162,-80.555511,0.2930274008029942
N3R,4P5,43.162457,-80.269913,0.28882366584097735
N3S,5H9,43.136818,-80.25473,0.2750758783294556
N5R,4W5,42.764221,-81.168701,0.574226957220867
N6B,2K2,42.974289,-81.243202,0.8426918636333823
N6H,3Z7,42.978558,-81.322403,0.042741164124902475
N6H,5H7,42.991486,-81.261894,0.7642163617893307
N6H,5J9,42.99107,-81.314354,1.5576242961137712
N6J,3P7,42.954308,-81.28492,0.7753477232825059
N8T,0A5,42.315434,-82.947021,0.4550687131490382
N8X,1W4,42.297688,-83.031647,0.568161472625613
N8X,5C4,42.272121,-82.999634,0.3025791701131287
N9V,2G8,42.105972,-83.105705,0.516582598601206
P7A,3J3,48.451572,-89.217201,1.22363503827281
P7A,7H2,48.451687,-89.241425,0.6775446406685258
P7B,3M4,48.418831,-89.238327,0.5742388377891372
P7C,4C7,48.38826,-89.252739,0.6196452030361966
P7E,2E5,48.374493,-89.273605,0.8997143826758193
P7G,1A3,48.442261,-89.268532,1.4914543968863208
P7J,1C6,48.319263,-89.330711,6.26348550977166
L4Z,2J3,43.610435,-79.638435,0.7286846600256115
N2L,3B1,43.47197,-80.525291,0.4619011585989572
N6J,1H3,42.966221,-81.28791,0.4843325175785085
K1G,6W6,45.408791,-75.640724,0.48660998191047067
K1T,3K9,45.363529,-75.624237,1.8228293628195165
K1V,7V4,45.378441,-75.664131,0.31088216864075385
K1V,8A1,45.37035,-75.658897,0.4666333559959056
K2E,7Z9,45.330563,-75.717308,2.025716047450872
K2G,1R2,45.342487,-75.739578,0.681876650258505
K2J,3L3,45.277641,-75.760773,0.8558777080510215
K2K,0H9,45.357956,-75.927856,0.5482536409383075
K7M,5K6,44.245041,-76.587685,0.7510831580536307
K8P,3V5,44.172115,-77.398491,0.7934410591046062
K9J,6P6,44.309601,-78.349045,1.7696975892548448
K9J,8G7,44.289108,-78.343712,0.7565610585184687
L1E,3E3,43.888275,-78.802696,2.098573152494834
L1H,7X3,43.886066,-78.807388,2.254394478465288
L1J,2G2,43.889984,-78.885139,0.28539852336173055
L1N,3M7,43.902843,-78.911415,1.0950592124999223
L1X,0A1,43.838642,-79.137024,1.5014085568295419
L2A,1X8,42.913174,-78.911499,0.31875309378707617
L2A,1Z2,42.912807,-78.923676,0.9378824451896326
L2A,4H3,42.931862,-78.928802,0.8285394065962829
L2E,3J3,43.113338,-79.064339,0.7181774218510605
L2M,4W1,43.182747,-79.2258,0.6529257717196488
L2N,2S8,43.198959,-79.255608,0.16541128964736523
L2N,3S8,43.20673,-79.244637,0.25127174183976847
L3C,1J5,42.995834,-79.252579,0.47123639360980524
L3C,6B1,43.010918,-79.2743,0.8617249310139431
L3K,2M4,42.901718,-79.24913,1.4152226111016386
L3P,1C7,43.870495,-79.263954,0.3058113886681101
L3P,2J4,43.889019,-79.238472,0.5045462686969663
L3R,6P1,43.834736,-79.301582,0.5965194964002756
L3T,4T7,43.821079,-79.423248,0.21202184120124845
L3X,2S6,44.029762,-79.478294,0.38941285783785634
L3Z,0T3,44.120926,-79.592438,1.3771454850315443
L4A,4T9,43.974339,-79.246689,0.3887724292461598
L4B,4G7,43.847588,-79.418053,0.7597869721112589
L4C,9Y6,43.89587,-79.428513,0.9878707192554986
L4G,7T2,43.978668,-79.445862,1.5499923106175333
L4H,1T6,43.8158,-79.615829,1.0824067742285202
L4N,1M2,44.395214,-79.695938,0.5774751614757245
L4N,4H8,44.356522,-79.629082,0.8587985744727641
L4P,2T3,44.2188,-79.467178,1.6581062703273821
L5A,2T3,43.589317,-79.603706,1.1986681272070105
L5B,2G9,43.562977,-79.616905,1.3100139042517218
L5J,1H4,43.516842,-79.621513,0.1025437205501627
L5J,3H9,43.526566,-79.643181,0.66742347641682
L5K,1J1,43.527485,-79.662964,0.5413343763858932
L5K,1R5,43.531971,-79.671478,0.4875011368416091
L5L,3P5,43.548244,-79.677803,0.4935618585032245
L5M,6X8,43.554916,-79.752419,0.8844676224667108
L5N,7L5,43.616676,-79.743828,0.884892080367992
L6A,0E1,43.875626,-79.482063,1.4629909798227114
L6H,4N2,43.475697,-79.702332,0.9489185821191319
L6J,5L5,43.481071,-79.649437,0.4833392850673345
L6M,0A5,43.424477,-79.768616,0.5062670825949799
L6M,1W9,43.441917,-79.732056,0.7010056940077203
L6S,2S1,43.709759,-79.738487,0.8516685659428277
L6S,5L2,43.731689,-79.757111,0.5326500950411622
L6V,3W9,43.714344,-79.764717,1.292237873986781
L7A,2G7,43.692402,-79.820915,0.6481610370705081
L7A,4B9,43.702709,-79.858139,1.8665660024930844
L7G,3Y7,43.650951,-79.925423,0.1363610387531119
L7M,3Z4,43.378414,-79.811523,0.2766737741585504
L7R,1Z5,43.336163,-79.806725,0.49297231490571286
L7S,2G3,43.324146,-79.808571,0.713427329745218
L8E,3V3,43.2272,-79.748314,0.2371780655162792
L8G,3N9,43.219185,-79.754967,0.34442416240392404
L8H,5P7,43.23999,-79.795807,0.5348356960495129
L8L,7A5,43.254433,-79.825798,0.10126963553264041
L8M,1P9,43.249966,-79.844948,0.3014776263686727
L8S,2Z5,43.249138,-79.924866,1.1258114750630928
L8V,1E3,43.238121,-79.840164,0.6929774196475587
L8V,4E8,43.234112,-79.838348,0.6433014195068281
L9A,1E7,43.240398,-79.857689,0.48640318631276136
L9B,1J5,43.208,-79.895447,0.4867833431315655
L9G,1N4,43.214237,-79.992882,0.1387635850509573
L9T,0N7,43.48901,-79.876076,0.25224976902287916
L9T,4Y4,43.519215,-79.870155,0.43450122073892194
L9W,0C9,43.915932,-80.122421,0.3783292187266028
L9W,5E7,43.89769,-80.123314,0.5781257793503526
L9X,0A4,44.484261,-79.874001,11.005972105857415
M1C,3P2,43.795773,-79.138924,0.6397705403939271
M1G,1G3,43.757607,-79.216354,0.7588738485804695
M1G,3M4,43.777088,-79.229187,0.20082525936288342
M1H,1W3,43.760521,-79.234474,0.42188602665384195
M1N,2J9,43.703732,-79.262688,0.6136662554423961
M1P,1S5,43.750237,-79.282166,0.36724350525101
M3A,3H5,43.759171,-79.342232,0.6354882956924921
M3B,1J2,43.739113,-79.367821,1.5722501129047441
M3K,1P4,43.728443,-79.463203,0.770860348257666
M4K,1Y1,43.683086,-79.35199,0.49629766898203526
M4K,2W8,43.6735,-79.353119,0.4695497400708833
M4M,0C2,43.6651,-79.332428,0.5643444963669695
M4M,1C4,43.657917,-79.340744,0.34283472632779316
M4T,2A4,43.696629,-79.392311,0.2974404469060802
M4W,1J3,43.670261,-79.384422,0.0997652975602992
M4X,1H8,43.669498,-79.363129,0.674568485067501
M5A,2V3,43.654163,-79.366951,0.2933535789394102
M5V,0G2,43.649055,-79.387344,0.15321609729793154
M6G,1N4,43.665825,-79.415047,0.15432315432690494
M6H,4J2,43.654453,-79.443214,0.4085097255441973
M6S,2T7,43.663387,-79.504578,1.2379798809613853
M8W,2M1,43.607082,-79.542068,0.4282625262518939
M9N,1Z8,43.70628,-79.531754,0.6387548159984244
N1H,5B5,43.5424,-80.257851,0.7328487846207864
N1R,2V4,43.349205,-80.303688,1.3122980152502515
N2B,1Z6,43.461525,-80.467262,0.6464871670164674
N2E,2M5,43.41465,-80.501579,0.7024156329849537
N2L,1V2,43.46117,-80.532333,0.38595012101859516
N2M,4W8,43.426254,-80.520531,0.5721966849208128
N2N,3S4,43.435257,-80.55471,0.3018065996346015
N2R,0K3,43.38385,-80.497551,2.4836486937199407
N3C,3J1,43.423012,-80.300789,0.9170686723667744
N3H,4R1,43.390858,-80.331528,0.7862520702955628
N3T,1T8,43.121609,-80.274544,1.4629762621133564
N5P,3G7,42.785172,-81.180984,0.8320780508486568
N5R,3V4,42.777332,-81.192139,0.17808509944752962
N5W,3W9,42.992218,-81.222351,0.5862261542675146
N5Z,1R9,42.980564,-81.217361,0.20145187051902527
N5Z,5G1,42.967937,-81.202499,0.6636708697939613
N6A,2E5,43.00322,-81.263916,0.611411301905226
N6C,3A7,42.94548,-81.232498,0.5543019860562534
N6H,1T5,42.984432,-81.290253,0.1744176216415398
N6K,3R3,42.943409,-81.32811,1.0517993566496844
N8T,3R4,42.293682,-82.95771,0.9705555372313636
N9A,3V9,42.317783,-83.015335,0.7087417833324847
N9J,1T3,42.232014,-83.101692,0.5542980942622966
P3A,5B1,46.52916,-80.955315,0.8533293807619582
P3B,2E3,46.500565,-80.980507,1.2455844653823243
P7B,1C9,48.434898,-89.224548,0.12200015439341248
P7G,2N8,48.453407,-89.285751,2.172000884357765
M2R,2J3,43.78175,-79.434219,1.0300193527389245
N3S,5P6,43.137901,-80.252144,0.31226598458048666
K1C,5G7,45.452587,-75.516808,0.39845937031105594
K1Y,1M6,45.394951,-75.723221,0.27207595803804724
K1Z,6Y3,45.394238,-75.745354,0.24964521352336294
K2C,2S6,45.3578,-75.764961,0.8031199961125158
K2E,6R5,45.355576,-75.715729,1.3894168251681296
K2G,4M5,45.337429,-75.740242,1.1092819491110606
K2G,5X1,45.338989,-75.769226,0.18296658335245733
K2K,2Z7,45.317158,-75.91803,0.7395062083946351
K2S,1M6,45.259701,-75.914711,1.40606197099795
K7L,2Y3,44.226746,-76.483162,0.35167446781527045
K7N,1A7,44.21769,-76.648056,0.4008168296131281
L1E,1A9,43.892063,-78.806053,1.6275482836233592
L1E,1B8,43.903038,-78.803505,0.5743265100354846
L1J,5E8,43.913254,-78.888763,0.23416707002660603
L1N,8L9,43.888603,-78.9328,1.1022173511139453
L2G,2V4,43.076462,-79.106552,0.6005364205173058
L2H,0T5,43.086224,-79.160515,2.640991814164577
L2H,3N1,43.074104,-79.138794,0.45760052616428787
L2N,1W8,43.188095,-79.234673,0.469615605286346
L2S,3R3,43.15234,-79.262947,0.3108436979977249
L2V,3K9,43.118336,-79.201576,0.5937098186738553
L3C,5Z9,42.99194,-79.273697,0.7626094050904625
L3M,1W6,43.191284,-79.550018,0.5762414661795955
L3R,2S7,43.862877,-79.333244,0.49662621967160225
L3R,8Z6,43.859325,-79.355225,0.915587938423202
L3Y,4P2,44.048271,-79.467117,0.9484444517999768
L4A,0S1,43.965511,-79.22187,2.2350057452486283
L4A,7W2,43.975716,-79.234581,1.237697296884045
L4B,1E9,43.849655,-79.387497,0.6254019005794066
L4G,2W7,44.002857,-79.477371,0.6247947022616657
L4J,1E2,43.811569,-79.434326,0.8258687649914621
L4M,5W2,44.405571,-79.657539,1.2743893367693757
L4S,2R5,43.890087,-79.407616,0.9457561111886456
L4T,3K6,43.726929,-79.627693,1.1834652190020303
L4W,3W6,43.639973,-79.612839,0.13939251850438028
L5A,3P4,43.590569,-79.605171,1.1741621259425101
L5C,2N6,43.560345,-79.667717,0.8953847556677883
L5G,2N2,43.570263,-79.591812,1.4082920810578454
L5M,5V1,43.562519,-79.735214,0.33494432316599937
L5N,5Z9,43.580669,-79.763123,0.3050525143413927
L5R,1J8,43.600796,-79.653519,0.4643418456507993
L5T,2N8,43.652763,-79.695496,0.9563239630936777
L5T,2T2,43.668976,-79.668961,1.470955499134545
L6A,1Y1,43.847862,-79.523758,0.4654943355085404
L6H,3E7,43.486691,-79.687004,0.8120689806646695
L6J,4H2,43.465633,-79.667557,0.38616847588384173
L6M,1E4,43.443501,-79.715744,0.9309470975420808
L6M,1J4,43.439075,-79.719002,1.3800981867821571
L6T,3E2,43.716164,-79.69696,0.6794788205012365
L6V,3C5,43.700043,-79.748375,0.16835180923509496
L6W,2M9,43.670361,-79.732819,0.3059205312592255
L7B,0A7,43.919724,-79.523094,1.1141863146049296
L7E,1B4,43.875935,-79.751907,1.0685419745962466
L7M,0W8,43.410007,-79.813889,0.31521727417443973
L7N,2N5,43.350952,-79.784058,0.44882512234469496
L7P,1S5,43.352879,-79.827965,1.1943152549315426
L7P,2M1,43.35817,-79.824791,0.8454654974062775
L7P,2T7,43.35881,-79.81752,0.6482498944133808
L7T,2S9,43.311569,-79.837158,1.110932537841838
L8J,2S8,43.18185,-79.782387,0.8119992126202189
L8K,1N3,43.238457,-79.807457,0.30545103558926845
L8K,3T6,43.230984,-79.790131,0.35371680450811954
L8M,2X7,43.242561,-79.836922,0.44595697647941956
L8S,4C5,43.265179,-79.909393,0.47923880496104154
L8T,4E5,43.215881,-79.824127,1.0934910695365434
L9A,2X5,43.222317,-79.881783,0.6442800589709011
L9B,1W8,43.215622,-79.917381,1.9736909154799502
L9C,1S2,43.231369,-79.884331,0.23512874220046823
L9T,1N6,43.511719,-79.884544,0.2573549205954966
L9T,3X1,43.534569,-79.878082,0.18531843415842633
L9T,4C1,43.513115,-79.855843,0.18715795613193045
L9T,7V8,43.513756,-79.829079,1.0250113932157219
L9X,1R9,44.484894,-79.727127,7.846050195456496
M1H,1W1,43.769066,-79.230339,0.7619442852038971
M1M,3M5,43.732349,-79.235344,0.7305766891283535
M1P,3J1,43.779327,-79.258018,0.16530619017651704
M1T,2J9,43.785545,-79.304192,0.6960814326115566
M1T,2R7,43.777336,-79.28949,0.5525628101357374
M4K,2H9,43.69067,-79.35257,0.3773228845044649
M4T,1C7,43.689644,-79.373215,0.43523987567401046
M5A,0J6,43.652447,-79.35569,0.2633252765773701
M5M,3H3,43.739471,-79.413086,0.7169758387254547
M5N,2E5,43.72068,-79.414574,0.23954659141906506
M5R,1G9,43.668152,-79.411736,0.32204572699049233
M5V,1C2,43.642162,-79.400208,0.35515288347206225
M5V,1M5,43.644283,-79.400421,0.2759299815089199
M6A,2X6,43.720486,-79.468735,1.0161876347387189
M6E,3H9,43.685917,-79.442566,0.3258094714944269
M6J,2Z2,43.646523,-79.419548,0.29558168613245317
M8Y,2A9,43.641647,-79.499916,0.9482365459308661
M8Y,3P9,43.640957,-79.507027,0.7554798910702487
M8Z,2P4,43.636227,-79.510689,0.7618522595397136
M9B,2X7,43.667469,-79.546959,1.0924270775322353
M9W,3B7,43.72414,-79.575012,0.5763976548107358
N1E,7B9,43.564747,-80.223137,1.018436401550219
N1R,7S7,43.403282,-80.316521,0.5971792580376094
N2H,4A3,43.457371,-80.495491,0.5748662959104052
N2H,5C9,43.457127,-80.486504,0.36905971300277973
N2K,3K1,43.493538,-80.517845,0.7049740951086332
N2K,4C6,43.509083,-80.514122,1.2533030950262176
N2N,3J2,43.432072,-80.54673,0.9854093705498216
N5P,4B2,42.798264,-81.170486,2.122433975232235
N5V,1K3,42.996742,-81.159645,1.109507296793457
N5W,4M3,42.989365,-81.18988,1.2961740240490223
N5Y,2T7,42.996727,-81.240326,1.0177050790356705
N5Z,4G6,42.958359,-81.197044,0.494080972941954
N6P,1K6,42.915131,-81.310043,1.051850373589793
N6P,1V6,42.93158,-81.311836,0.5650566534826026
N9J,1B8,42.238892,-83.079605,1.6948895601902922
N9J,1T8,42.229424,-83.104523,0.8418644547886771
P3A,2J7,46.525078,-80.946373,0.2873387789040498
P7B,3C8,48.432652,-89.230209,0.10588922277521047
P7B,3T3,48.414791,-89.2407,0.9646843535665262
N6G,5H2,43.027096,-81.285919,0.1646355080848695
K1B,3P6,45.417896,-75.628639,0.6849679474607693
K1K,0K1,45.450737,-75.658882,1.3608215305874627
K1K,2N3,45.449017,-75.647911,0.7365051089769984
K1K,4M4,45.445942,-75.645363,0.34938815055972533
K1L,6W7,45.435749,-75.653313,0.36300481240155186
K1L,6X6,45.435062,-75.654648,0.4140191567743738
K1R,5R5,45.409504,-75.695763,0.29539109540912634
K1S,0V7,45.393456,-75.681259,0.1009920659766494
K1Y,1Y7,45.39698,-75.719078,0.5994402160339823
K2A,1B9,45.376259,-75.759239,0.07342058324077201
K2B,6Y1,45.364697,-75.794373,0.424500357517333
K2B,7Y9,45.359276,-75.803185,1.087067547412726
K2G,0Z5,45.331032,-75.765694,1.0211446144987797
K2K,3B4,45.346176,-75.938248,0.9925817373010872
K7K,5B8,44.256161,-76.485138,1.4004318011107733
K7N,1N7,44.225986,-76.649689,0.9056235703454364
K8N,2C4,44.170254,-77.368813,1.2245989802095842
K9H,2A5,44.322533,-78.309967,1.6368084097933089
K9L,1P5,44.354034,-78.330414,2.7268858658332333
L1J,6M6,43.881702,-78.875923,0.22097817142671206
L1T,4T4,43.882187,-79.045753,0.22606687561387018
L2J,2A6,43.133686,-79.089523,1.5085419643686526
L2M,5Z1,43.180901,-79.211578,0.1604891206198364
L2M,6E7,43.182865,-79.204697,0.4217717506656062
L2N,5A9,43.19817,-79.281891,1.8634174257796756
L2S,3V8,43.14851,-79.247704,0.9284007945356324
L2V,1T9,43.12632,-79.195,0.49406337166860775
L3C,4G8,42.999172,-79.264816,0.1323629693875373
L3C,4R3,42.996288,-79.273796,0.5401025040592529
L3K,2C3,42.896427,-79.234673,0.6426601259663922
L4A,2E2,43.973709,-79.371201,5.57750380952452
L4A,4H1,43.969364,-79.251511,0.29929478152321515
L4E,4Y8,43.927917,-79.45826,0.5497325253163988
L4J,6N8,43.798286,-79.458473,1.0277092592085428
L4N,5E2,44.365543,-79.675697,0.7000016969330417
L5A,1E4,43.581055,-79.597542,1.2307156183317391
L5B,0J4,43.585239,-79.647217,0.2609097779653551
L5K,1Y9,43.530487,-79.672005,0.3340066369496539
L5L,2T3,43.557201,-79.67688,1.1044832298759422
L5M,4L6,43.555256,-79.706474,0.5524465391557423
L6A,4Z1,43.858849,-79.504036,0.369215941160416
L6E,1M7,43.900288,-79.290977,0.7374166225092222
L6L,6L7,43.436562,-79.708618,0.5432191751196899
L6R,1J9,43.748806,-79.759941,0.7164557958682152
L6S,1V9,43.737419,-79.715508,1.153267350004267
L6S,4C7,43.743195,-79.73111,1.0074137654158855
L6T,1W7,43.715282,-79.702827,0.8314856697249395
L6Y,5J5,43.644554,-79.742439,1.0868414505783157
L6Z,0E4,43.728767,-79.771141,0.7035015572704185
L7G,3E2,43.651665,-79.93074,0.3223216007600945
L7L,6E3,43.384724,-79.745964,1.824349857216333
L7M,3A7,43.368809,-79.819611,0.23913919928125432
L7M,4N4,43.38913,-79.813988,0.41356160107964596
L7N,3J1,43.351303,-79.799927,0.5976377077488184
L7R,4X7,43.329491,-79.806984,0.39936510247619134
L7T,1A3,43.298241,-79.855736,1.0401086982010905
L8E,5S7,43.227886,-79.693398,0.2705118943320674
L8G,2W4,43.215153,-79.751511,0.400904962422706
L8L,3A6,43.256248,-79.835617,0.45519591667060044
L8R,2B5,43.26136,-79.869598,0.20098511404989475
L8T,3S4,43.211349,-79.836494,1.0645165820851696
L8W,2X4,43.193092,-79.855293,0.09737383024860237
L9C,3H4,43.231693,-79.882706,0.19582092679560606
L9H,1M9,43.275723,-79.941742,1.5629880644162364
L9H,4X2,43.266567,-79.997818,3.2725704598906966
L9R,1R7,44.160385,-79.796631,5.7378353752403175
L9S,4G3,44.296833,-79.56942,1.3637514636000894
L9X,1A7,44.425194,-79.803909,7.221103406770228
M1B,2Z7,43.795273,-79.239586,0.18689973501543636
M1B,5A7,43.814919,-79.202446,1.7709440880777265
M1C,5H8,43.782413,-79.129745,0.693148670493923
M1G,1A1,43.756329,-79.222435,0.48576408255064696
M1H,1C2,43.755478,-79.237595,0.5819554395565231
M1H,1X1,43.760174,-79.233047,0.30556610183079524
M1J,1K4,43.734936,-79.244957,0.30294339920854135
M1K,4R5,43.742783,-79.260628,1.0436686364577026
M1N,1J7,43.701935,-79.24736,0.9272093069670039
M1P,4K6,43.768261,-79.25399,0.3641107936672445
M2M,2N1,43.794689,-79.411125,0.7608003800274042
M2N,3B5,43.762321,-79.409904,0.05448162038862507
M3H,4J4,43.761929,-79.445068,0.7178798768585343
M4E,2A1,43.683331,-79.294601,0.5010489456476757
M4E,2P6,43.675999,-79.30014,0.32403736659136645
M4G,2P5,43.715504,-79.364212,0.19228606905649392
M4H,1N9,43.680061,-79.360458,0.2813449556205662
M4Y,1G2,43.66547,-79.382477,0.10580158502905285
M5N,2G9,43.715439,-79.412178,0.8481052236168718
M5R,1N7,43.673885,-79.395287,0.10068284715265495
M5S,1J9,43.664276,-79.405014,0.2351121316927287
M6K,1N5,43.643528,-79.434456,0.43404854477361077
M6K,2A9,43.648651,-79.43119,0.4084483106666247
M6K,3A6,43.638149,-79.439873,0.27715540361162355
M6M,2X9,43.700825,-79.490257,1.0514865097300443
M6R,2V3,43.641251,-79.453484,0.2893185138713964
M6S,1C3,43.645828,-79.474716,0.5759907615603249
M8Z,1G9,43.619198,-79.504036,0.3208856212660466
M9W,2G5,43.719742,-79.568352,0.7933517125935526
N2H,6N7,43.451046,-80.488998,0.061282924783385366
N2M,4Y1,43.424168,-80.519562,0.7857195023126514
N2M,5A9,43.430126,-80.52359,0.22946095726178448
N2P,1W2,43.390354,-80.440842,0.8181578451671228
N2T,2A5,43.444145,-80.555573,0.8041784254971447
N3H,3N4,43.396961,-80.360321,0.05693191852161791
N3R,2V2,43.168114,-80.258156,0.8826029883221554
N3S,2Z9,43.134895,-80.249382,0.2327192929062053
N8P,1V4,42.31987,-82.90686,1.1952453929991171
N8W,5N7,42.298416,-82.971725,0.8930445471776945
N8Y,3Y3,42.322987,-82.978645,0.37476452924316656
N9A,7J1,42.318474,-83.04525,0.36603143018606177
N9G,2G8,42.244057,-83.013496,1.3150178307618037
N9G,2J2,42.248798,-82.997993,0.7108312894320086
P3A,5S2,46.510315,-80.949905,1.1094647845411842
P3A,5W5,46.522945,-80.927307,0.5510190825936775
P3C,3W6,46.482357,-81.011101,0.6234882920862935
P7A,4L7,48.43692,-89.217033,0.10310431678135122
P7B,5N4,48.439098,-89.262566,1.3056953287202704
P7E,6T4,48.365211,-89.308334,1.8961826496692877
M9B,5B7,43.652962,-79.557549,1.0788571091338746
N5Y,3N1,43.002033,-81.235306,0.674424842825886
K1C,2N4,45.48391,-75.531967,0.5848260029957615
K1N,7X7,45.435764,-75.686287,0.7145898688224346
K1T,1S5,45.3451,-75.630203,0.4384372537094997
K1W,1J4,45.43885,-75.528259,2.000441116861926
K2C,1W4,45.358917,-75.705032,1.0792492732797936
K2H,6Y6,45.343723,-75.795914,0.9046903117578204
K2L,3N7,45.306866,-75.889412,0.7826773470883718
K2M,2P6,45.291527,-75.847549,1.5712460360364364
K2S,1L5,45.268234,-75.90831,1.656341482425959
K7K,5W2,44.266369,-76.496986,0.07650696081411062
K8N,4A8,44.172256,-77.366081,1.0901886278755057
K8N,4M7,44.169647,-77.348602,0.4527959565233729
L1E,2V2,43.90123,-78.791801,1.4529143776299605
L1G,6K5,43.908207,-78.838249,0.8043009792003158
L1H,3L5,43.88866,-78.82962,1.8413882188652004
L1H,5K3,43.886707,-78.847687,0.8327982956682595
L1V,7B6,43.837658,-79.087723,0.11907184763236318
L1X,1M2,43.839439,-79.129272,1.1533696790612062
L1X,2V7,43.840118,-79.121346,1.0799577378919802
L2A,2A1,42.914764,-78.910248,0.45826115726611183
L3B,0G9,42.982754,-79.229752,0.7414049430960118
L3C,3P8,43.007217,-79.262566,0.6552102977617864
